affiliation_as_published,public_person_record_count,record_type
University of Massachusetts Lowell,4,affiliation_label_not_verified_organization
University of Masssachusetts Lowell,1,affiliation_label_not_verified_organization
University of Michigan,54,affiliation_label_not_verified_organization
University of Michigan - Ann Arbor,3,affiliation_label_not_verified_organization
University of Michigan Ann Arbor,3,affiliation_label_not_verified_organization
University of Michigan at Ann Arbor,1,affiliation_label_not_verified_organization
"University of Michigan, Ann Arbor",8,affiliation_label_not_verified_organization
"University of Michigan, USA",1,affiliation_label_not_verified_organization
University of Milan,1,affiliation_label_not_verified_organization
University of Minnesota,7,affiliation_label_not_verified_organization
University of Minnesota Twin Cities,1,affiliation_label_not_verified_organization
"University of Minnesota, Twin Cities",1,affiliation_label_not_verified_organization
University of Modena and Reggio Emilia,9,affiliation_label_not_verified_organization
University of Modena and Reggio Emilia (UNIMORE),1,affiliation_label_not_verified_organization
University of Moratuwa,1,affiliation_label_not_verified_organization
"University of Naples ""Federico II""",1,affiliation_label_not_verified_organization
University of Naples Federico II,4,affiliation_label_not_verified_organization
University of Nebraksa - Lincoln,1,affiliation_label_not_verified_organization
University of Nebraska - Lincoln,1,affiliation_label_not_verified_organization
University of Nebraska-Lincoln,4,affiliation_label_not_verified_organization
University of Nevada Las Vegas,1,affiliation_label_not_verified_organization
University of Nevada Reno,3,affiliation_label_not_verified_organization
University of Nevada at Reno,1,affiliation_label_not_verified_organization
"University of Nevada, Las Vegas",2,affiliation_label_not_verified_organization
"University of Nevada, Las Vegas (UNLV)",1,affiliation_label_not_verified_organization
"University of Nevada, Reno",8,affiliation_label_not_verified_organization
University of New Hampshire,4,affiliation_label_not_verified_organization
University of New Mexico,1,affiliation_label_not_verified_organization
University of New Orleans,4,affiliation_label_not_verified_organization
University of New South Wales,7,affiliation_label_not_verified_organization
University of North Carolina at Chapel Hill,6,affiliation_label_not_verified_organization
University of North Carolina at Charlotte,1,affiliation_label_not_verified_organization
University of North Texas,5,affiliation_label_not_verified_organization
University of Notre Dame,23,affiliation_label_not_verified_organization
"University of Notre Dame, Electrical Engineering",1,affiliation_label_not_verified_organization
University of Nottingham,5,affiliation_label_not_verified_organization
University of Nottingham (UoN),1,affiliation_label_not_verified_organization
University of Nottingham Ningbo China,2,affiliation_label_not_verified_organization
University of Oslo,1,affiliation_label_not_verified_organization
University of Ottawa,2,affiliation_label_not_verified_organization
University of Oxford,7,affiliation_label_not_verified_organization
University of Padova,9,affiliation_label_not_verified_organization
University of Padua,2,affiliation_label_not_verified_organization
University of Paris Est Créteil (UPEC),1,affiliation_label_not_verified_organization
University of Paris Est Créteil - (UPEC),2,affiliation_label_not_verified_organization
University of Paris-Est Créteil,2,affiliation_label_not_verified_organization
University of Patras,2,affiliation_label_not_verified_organization
University of Pennsylvania,46,affiliation_label_not_verified_organization
"University of Pennsylvania, Honda Research Institute USA",1,affiliation_label_not_verified_organization
"University of Pennsylvania, King Saud University.",1,affiliation_label_not_verified_organization
University of Pisa,6,affiliation_label_not_verified_organization
University of Porto,1,affiliation_label_not_verified_organization
University of Portsmouth,1,affiliation_label_not_verified_organization
University of Rhode Island,1,affiliation_label_not_verified_organization
University of Rijeka,2,affiliation_label_not_verified_organization
University of Sao Paulo,1,affiliation_label_not_verified_organization
University of Science,5,affiliation_label_not_verified_organization
University of Science and Technology Beijing,6,affiliation_label_not_verified_organization
University of Science and Technology of China,46,affiliation_label_not_verified_organization
University of Science and Technology of China (USTC),1,affiliation_label_not_verified_organization
"University of Science and Technology of China, Department of Automation",1,affiliation_label_not_verified_organization
University of Science and Technology of China（USTC）,1,affiliation_label_not_verified_organization
University of Sciences and Technology of China,1,affiliation_label_not_verified_organization
University of Seville,1,affiliation_label_not_verified_organization
University of Sheffield,7,affiliation_label_not_verified_organization
University of Siegen,1,affiliation_label_not_verified_organization
University of Siena,3,affiliation_label_not_verified_organization
University of South Carolina,4,affiliation_label_not_verified_organization
University of South China,1,affiliation_label_not_verified_organization
University of South Dakota,1,affiliation_label_not_verified_organization
University of South Florida,5,affiliation_label_not_verified_organization
University of Southern California,58,affiliation_label_not_verified_organization
University of Stuttgart,11,affiliation_label_not_verified_organization
University of Sydney,5,affiliation_label_not_verified_organization
"University of Sydney, NVIDIA",1,affiliation_label_not_verified_organization
University of São Paulo,2,affiliation_label_not_verified_organization
University of São Paulo - USP,1,affiliation_label_not_verified_organization
University of Technology Delft,1,affiliation_label_not_verified_organization
University of Technology Nuremberg,3,affiliation_label_not_verified_organization
University of Technology Sydney,15,affiliation_label_not_verified_organization
"University of Technology, Sydney",3,affiliation_label_not_verified_organization
University of Tennessee,2,affiliation_label_not_verified_organization
University of Tennessee Knoxville,1,affiliation_label_not_verified_organization
"University of Tennessee, Knoxville",1,affiliation_label_not_verified_organization
University of Texas at Arlington,2,affiliation_label_not_verified_organization
University of Texas at Austin,29,affiliation_label_not_verified_organization
University of Texas at Dallas,1,affiliation_label_not_verified_organization
University of Thessaly,1,affiliation_label_not_verified_organization
University of Tokyo,8,affiliation_label_not_verified_organization
University of Toronto,27,affiliation_label_not_verified_organization
"University of Toronto,NVIDIA",1,affiliation_label_not_verified_organization
University of Tsukuba,16,affiliation_label_not_verified_organization
"University of Tsukuba, Fujitsu Limited",1,affiliation_label_not_verified_organization
University of Tulsa,2,affiliation_label_not_verified_organization
University of Turku,9,affiliation_label_not_verified_organization
University of Twente,9,affiliation_label_not_verified_organization
University of Tübingen,4,affiliation_label_not_verified_organization
University of Ulm,1,affiliation_label_not_verified_organization
University of Utah,9,affiliation_label_not_verified_organization
University of Vermont,1,affiliation_label_not_verified_organization
University of Virginia,16,affiliation_label_not_verified_organization
University of Washington,27,affiliation_label_not_verified_organization
"University of Washington, Seattle",1,affiliation_label_not_verified_organization
University of Waterloo,9,affiliation_label_not_verified_organization
University of Western Australia,1,affiliation_label_not_verified_organization
University of Wisconsin - Madison,3,affiliation_label_not_verified_organization
University of Wisconsin -- Madison,1,affiliation_label_not_verified_organization
University of Wisconsin Madison,3,affiliation_label_not_verified_organization
"University of Wisconsin, Madison",1,affiliation_label_not_verified_organization
University of Wisconsin-Madison,23,affiliation_label_not_verified_organization
University of Wisconsin–Madison,3,affiliation_label_not_verified_organization
University of Wollongong,2,affiliation_label_not_verified_organization
University of Wollongong and Amazon Web Services,1,affiliation_label_not_verified_organization
University of Wyoming,2,affiliation_label_not_verified_organization
University of Würzburg,1,affiliation_label_not_verified_organization
University of Yamanashi,6,affiliation_label_not_verified_organization
University of York,1,affiliation_label_not_verified_organization
University of Zaragoza,6,affiliation_label_not_verified_organization
University of Zurich,8,affiliation_label_not_verified_organization
University of michigan,1,affiliation_label_not_verified_organization
University of the Bundeswehr Munich,1,affiliation_label_not_verified_organization
Università degli Studi della Basilicata,1,affiliation_label_not_verified_organization
Università degli Studi di Catania,1,affiliation_label_not_verified_organization
Università degli Studi di Milano,1,affiliation_label_not_verified_organization
Università degli Studi di Modena e Reggio Emilia,1,affiliation_label_not_verified_organization
Università degli Studi di Padova,1,affiliation_label_not_verified_organization
Università degli studi di Padova,1,affiliation_label_not_verified_organization
Università della Basilicata,1,affiliation_label_not_verified_organization
"Università della Svizzera italiana, IDSIA",1,affiliation_label_not_verified_organization
Università di Modena e Reggio Emilia,2,affiliation_label_not_verified_organization
Università di Napoli Federico II,1,affiliation_label_not_verified_organization
Università di Pisa,1,affiliation_label_not_verified_organization
Università di Siena,1,affiliation_label_not_verified_organization
Università di Trento,2,affiliation_label_not_verified_organization
Universität der Bundeswehr München,1,affiliation_label_not_verified_organization
Université Bourgogne Europe,1,affiliation_label_not_verified_organization
Université Grenoble Alpes,1,affiliation_label_not_verified_organization
Université Laval,5,affiliation_label_not_verified_organization
Université Lyon Claude Bernard,1,affiliation_label_not_verified_organization
Université Paris Est Créteil,2,affiliation_label_not_verified_organization
"Université Paris Saclay, CEA, LIST, F-91120 Palaiseau, France.",1,affiliation_label_not_verified_organization
Université Paris-Est Créteil,1,affiliation_label_not_verified_organization
"Université Paris-Saclay, CEA, List",2,affiliation_label_not_verified_organization
Université Pierre et Marie Curie,1,affiliation_label_not_verified_organization
"Université Pierre et Marie Curie, Paris 6",1,affiliation_label_not_verified_organization
Université de Montpellier,1,affiliation_label_not_verified_organization
Université de Montréal,1,affiliation_label_not_verified_organization
Université de Picardie Jules Verne,2,affiliation_label_not_verified_organization
Univesity of Konstanz,1,affiliation_label_not_verified_organization
Univiersity of Hong Kong,1,affiliation_label_not_verified_organization
Unknown affiliation,70,affiliation_label_not_verified_organization
Unknown affiliation (contact detail omitted),2,affiliation_label_not_verified_organization
Unversity of Electronic Science and Tehcnology of China,1,affiliation_label_not_verified_organization
Unvirisity of New Hampshire,1,affiliation_label_not_verified_organization
Utah State University,4,affiliation_label_not_verified_organization
Utrecht University,3,affiliation_label_not_verified_organization
VISTEC,1,affiliation_label_not_verified_organization
VISTEC : Vidyasirimedhi Institute of Science and Technology,1,affiliation_label_not_verified_organization
Vanderbilt University,6,affiliation_label_not_verified_organization
Vbot,1,affiliation_label_not_verified_organization
Vector Institute / University of Toronto,1,affiliation_label_not_verified_organization
Velodex Robotics,1,affiliation_label_not_verified_organization
Viam,1,affiliation_label_not_verified_organization
Vidyasirimedhi Institute of Science and Technology,2,affiliation_label_not_verified_organization
Vidyasirimedhi Institute of Science and Technology (VISTEC),3,affiliation_label_not_verified_organization
Vidyasirimedhi institute of science and technology,1,affiliation_label_not_verified_organization
Vienna University of Technology (TU Wien),1,affiliation_label_not_verified_organization
VinUni,1,affiliation_label_not_verified_organization
VinUniversity,2,affiliation_label_not_verified_organization
Virginia Polytechnic Institute and State University,4,affiliation_label_not_verified_organization
Virginia Tech,17,affiliation_label_not_verified_organization
Volkswagen Group of America Innovation and Engineering Center California,1,affiliation_label_not_verified_organization
Vrije Universiteit Amsterdam,3,affiliation_label_not_verified_organization
Vrije Universiteit Brussel,1,affiliation_label_not_verified_organization
WIRobotics Inc.,1,affiliation_label_not_verified_organization
Wageningen University,5,affiliation_label_not_verified_organization
Wageningen University and Research,1,affiliation_label_not_verified_organization
Waseda University,13,affiliation_label_not_verified_organization
"Waseda University / Hitachi, Ltd.",1,affiliation_label_not_verified_organization
Waseda university,2,affiliation_label_not_verified_organization
Washington State University,2,affiliation_label_not_verified_organization
Washington University in St. Louis,3,affiliation_label_not_verified_organization
Washingtong University in Saint Louis,1,affiliation_label_not_verified_organization
Waymo,9,affiliation_label_not_verified_organization
Waymo LLC,5,affiliation_label_not_verified_organization
Waymo Research,1,affiliation_label_not_verified_organization
"Waytous Inc., Qingdao 266109, China",1,affiliation_label_not_verified_organization
"Weinberg Medical Physics, Inc.",1,affiliation_label_not_verified_organization
Wenzhou-Kean University,1,affiliation_label_not_verified_organization
West Virginia University,6,affiliation_label_not_verified_organization
Western China Science City Innovation Center of Intelligent and Connected Vehicles,1,affiliation_label_not_verified_organization
Western Sydney University,1,affiliation_label_not_verified_organization
Western University,1,affiliation_label_not_verified_organization
Westlake University,24,affiliation_label_not_verified_organization
Westlake university,1,affiliation_label_not_verified_organization
WestlakeUniversity,1,affiliation_label_not_verified_organization
Wichita State University,2,affiliation_label_not_verified_organization
William & Mary,4,affiliation_label_not_verified_organization
Woods Hole Oceanographic Institute,1,affiliation_label_not_verified_organization
Woods Hole Oceanographic Institution,1,affiliation_label_not_verified_organization
Worcester Polytechnic Institute,7,affiliation_label_not_verified_organization
Workday,1,affiliation_label_not_verified_organization
WuHan University,2,affiliation_label_not_verified_organization
WuHan university,1,affiliation_label_not_verified_organization
Wuhan Digital Engineering Institute,4,affiliation_label_not_verified_organization
"Wuhan Huaweike Intelligent Technology Co., Ltd",1,affiliation_label_not_verified_organization
Wuhan University,29,affiliation_label_not_verified_organization
"Wuhan Zhenyou Technology Co., Ltd",1,affiliation_label_not_verified_organization
XIDIAN University,1,affiliation_label_not_verified_organization
"XMotors USA, Inc.",1,affiliation_label_not_verified_organization
XPeng,4,affiliation_label_not_verified_organization
XPeng motors,2,affiliation_label_not_verified_organization
Xi'an Jiaotong University,37,affiliation_label_not_verified_organization
Xi'an Jiaotong-Liverpool University,11,affiliation_label_not_verified_organization
Xi'an Jiaotong-Liverpool university,1,affiliation_label_not_verified_organization
Xi'an University of Architecture and Technology,1,affiliation_label_not_verified_organization
Xi'an University of Technology,1,affiliation_label_not_verified_organization
Xiamen University,7,affiliation_label_not_verified_organization
Xiamen University Malaysia,1,affiliation_label_not_verified_organization
Xian Jiaotong University,1,affiliation_label_not_verified_organization
XianJiaoTong-Liverpool University,1,affiliation_label_not_verified_organization
XiangTan University,1,affiliation_label_not_verified_organization
Xiangtan University,1,affiliation_label_not_verified_organization
XiaoMI EV,1,affiliation_label_not_verified_organization
Xiaomi Robotics,2,affiliation_label_not_verified_organization
Xidian University,6,affiliation_label_not_verified_organization
Xinjiang University,2,affiliation_label_not_verified_organization
Xinjiang university,1,affiliation_label_not_verified_organization
Xi’an Jiaotong University,1,affiliation_label_not_verified_organization
Xi’an Jiaotong-Liverpool University,5,affiliation_label_not_verified_organization
Xpeng,1,affiliation_label_not_verified_organization
Xpeng motors,1,affiliation_label_not_verified_organization
Yale,1,affiliation_label_not_verified_organization
Yale University,10,affiliation_label_not_verified_organization
Yamagata University,2,affiliation_label_not_verified_organization
Yele University,1,affiliation_label_not_verified_organization
Yokohama City University,2,affiliation_label_not_verified_organization
York University,2,affiliation_label_not_verified_organization
ZEISS,1,affiliation_label_not_verified_organization
ZJU,1,affiliation_label_not_verified_organization
ZeMA - Zentrum für Mechatronik und Automatisierungstechnik gemeinnützige GmbH,1,affiliation_label_not_verified_organization
ZeMA gGmbh,1,affiliation_label_not_verified_organization
ZeMa gGmbH,1,affiliation_label_not_verified_organization
Zelostech,2,affiliation_label_not_verified_organization
ZheJiang University,1,affiliation_label_not_verified_organization
ZheJiangUniversity,1,affiliation_label_not_verified_organization
Zhejiang Gongshang University,2,affiliation_label_not_verified_organization
Zhejiang Lab,1,affiliation_label_not_verified_organization
Zhejiang Sci-Tech University,1,affiliation_label_not_verified_organization
Zhejiang Univerisity,1,affiliation_label_not_verified_organization
Zhejiang University,152,affiliation_label_not_verified_organization
Zhejiang University & Westlake University,1,affiliation_label_not_verified_organization
Zhejiang University of Technology,3,affiliation_label_not_verified_organization
"Zhejiang University of Technology, China",1,affiliation_label_not_verified_organization
Zhejiang University of Tehnology,1,affiliation_label_not_verified_organization
"Zhejiang University, Huzhou Institute of Zhejiang University",1,affiliation_label_not_verified_organization
Zhejiang Unviersity,1,affiliation_label_not_verified_organization
Zhejiang Wanli University,1,affiliation_label_not_verified_organization
Zhejiang university,3,affiliation_label_not_verified_organization
Zhengzhou University,1,affiliation_label_not_verified_organization
"Zhengzhou University of Light Industry, China",1,affiliation_label_not_verified_organization
Zoological Institute at the University of Kiel,1,affiliation_label_not_verified_organization
Zurich University of Applied Science,1,affiliation_label_not_verified_organization
Zurich University of Applied Sciences,2,affiliation_label_not_verified_organization
ajou university,1,affiliation_label_not_verified_organization
beihang university,1,affiliation_label_not_verified_organization
beijing institute of technology,1,affiliation_label_not_verified_organization
beijing university of chemical technology,1,affiliation_label_not_verified_organization
carnegie mellon university,2,affiliation_label_not_verified_organization
carnige mellon university,1,affiliation_label_not_verified_organization
chongqing university,1,affiliation_label_not_verified_organization
cowarobot,1,affiliation_label_not_verified_organization
cuhk,1,affiliation_label_not_verified_organization
d-robotics,1,affiliation_label_not_verified_organization
delft university of technology,1,affiliation_label_not_verified_organization
dongguk university,1,affiliation_label_not_verified_organization
ePyBot Intelligence Ltd.,2,affiliation_label_not_verified_organization
east china normal university,1,affiliation_label_not_verified_organization
fudan university,3,affiliation_label_not_verified_organization
guangdong university of technology,1,affiliation_label_not_verified_organization
happy elements,1,affiliation_label_not_verified_organization
harbin institute of technology,2,affiliation_label_not_verified_organization
hkust-gz,1,affiliation_label_not_verified_organization
huazhong university of science and technology,1,affiliation_label_not_verified_organization
hunan university,1,affiliation_label_not_verified_organization
"iMotion Automotive Technology (Suzhou) Co., Ltd",1,affiliation_label_not_verified_organization
imperial college london,1,affiliation_label_not_verified_organization
inria lyon,1,affiliation_label_not_verified_organization
karlsruhe institute of technology,2,affiliation_label_not_verified_organization
korea advanced institute of science and technology (KAIST),1,affiliation_label_not_verified_organization
kyunghee University,1,affiliation_label_not_verified_organization
liauto Inc.,1,affiliation_label_not_verified_organization
linkerhand,1,affiliation_label_not_verified_organization
meituan,3,affiliation_label_not_verified_organization
monash university,1,affiliation_label_not_verified_organization
n/a,1,affiliation_label_not_verified_organization
nanjing university,1,affiliation_label_not_verified_organization
national university of defense technology,1,affiliation_label_not_verified_organization
niigata university,1,affiliation_label_not_verified_organization
northeastern university,1,affiliation_label_not_verified_organization
null,1,affiliation_label_not_verified_organization
peking university,1,affiliation_label_not_verified_organization
seoul national university,1,affiliation_label_not_verified_organization
shandong University,1,affiliation_label_not_verified_organization
shanghaitech university,1,affiliation_label_not_verified_organization
shenzhen university,1,affiliation_label_not_verified_organization
south china university of technology,1,affiliation_label_not_verified_organization
southeast university,3,affiliation_label_not_verified_organization
southwest jiaotong university,1,affiliation_label_not_verified_organization
sun yat-sen university,1,affiliation_label_not_verified_organization
sungkyunkwan university,1,affiliation_label_not_verified_organization
tapall.ai,1,affiliation_label_not_verified_organization
the Hong Kong University of Science and Technology (Guangzhou),1,affiliation_label_not_verified_organization
the Ludwig Maximilian University of Munich,1,affiliation_label_not_verified_organization
the Second Qilu Hospital of Shandong University,1,affiliation_label_not_verified_organization
"the State Key Laboratory of Robotics and System, Robotics Institute, Harbin Institute of Technology, Harbin 150080, CHINA",1,affiliation_label_not_verified_organization
the University of Electro-Communications,1,affiliation_label_not_verified_organization
the University of Texas at Austin,1,affiliation_label_not_verified_organization
the University of Tokyo,3,affiliation_label_not_verified_organization
the chinese university of hong kong,1,affiliation_label_not_verified_organization
the chinese university of hongkong,1,affiliation_label_not_verified_organization
tongji university,2,affiliation_label_not_verified_organization
tsinghua university,1,affiliation_label_not_verified_organization
ucd,1,affiliation_label_not_verified_organization
univeristy of Sydney,1,affiliation_label_not_verified_organization
university of Birmingham,1,affiliation_label_not_verified_organization
university of Glasgow,1,affiliation_label_not_verified_organization
"university of Maryland, College Park",1,affiliation_label_not_verified_organization
university of arkansas at little rock,1,affiliation_label_not_verified_organization
university of chinese academy of science,1,affiliation_label_not_verified_organization
university of florida,1,affiliation_label_not_verified_organization
university of illinois urbana-champaign,1,affiliation_label_not_verified_organization
university of pennsylvania,1,affiliation_label_not_verified_organization
university of sussex,1,affiliation_label_not_verified_organization
university of texas at austin,1,affiliation_label_not_verified_organization
veridai labs,1,affiliation_label_not_verified_organization
vidyasirimedhi institute of science and technology,1,affiliation_label_not_verified_organization
xiaopeng,1,affiliation_label_not_verified_organization
zhejiang university,3,affiliation_label_not_verified_organization
zhuoyu technology L.t.d,1,affiliation_label_not_verified_organization
École Centrale Lille,1,affiliation_label_not_verified_organization
École Centrale de Lyon,1,affiliation_label_not_verified_organization
École Polytechnique Fédérale de Lausanne,2,affiliation_label_not_verified_organization
Örebro University,3,affiliation_label_not_verified_organization
Örebro Univesity,1,affiliation_label_not_verified_organization
İstanbul Technical University,1,affiliation_label_not_verified_organization
‌University of Science and Technology of China,1,affiliation_label_not_verified_organization
